metabolite,A002,A004,A006,A007,A011,A012,A014,A015,A016,A018,A020,A022,A024,A025,A026,A028,A030,A031,A032,A033,A035,A036,A040,A041,A042,A044,A045,A047,A050,A051,A052,A056,A057,A060,A061,A062,A063
Taurine,0.007391926,0.019118501,0.071008496,0.013292745,0.475091367,0.287613948,0.038360592,1.079678751,0.845919805,0.001167491,0.127707948,0.001578867,0.175637884,0.669217514,0.306027161,0.001693058,0.002314326,0.002155195,0.011217742,0.149901757,8.59E-04,0.975827841,0.571094763,0.644274487,0.107347304,0.126185565,0.054084915,1.027205276,0.01108084,0.006913062,0.575534937,0.011836777,0.008224945,0.003741845,0.001077577,0.288746652,0.002692362
Tetradecanoylcarnitine,0,0,0,0,0.012726763,0.004202674,0,0.002778552,0,0,0.001596199,0,0.003008137,0,0,0,0,0,0,0,0,0.004470574,0.005557936,0.00539249,0.001997876,0,0,0,0,0,0,0.009489592,0,0,0,0.007690912,0
Tetrahydrofolate,7.43E-04,9.00E-04,0.001683397,0.002086642,8.10E-04,6.33E-04,9.37E-04,6.38E-04,0.001233707,6.87E-04,3.64E-04,0.001028972,6.42E-04,0.001511717,0.003090148,0.001289502,0.00196673,0.001189153,0.001547448,0.001042568,0.001006834,3.49E-04,7.92E-04,2.31E-04,6.42E-04,0.001138946,0.001399728,0.002464756,0.001130047,9.07E-04,0.00215615,8.26E-04,8.46E-04,0,0.001602576,8.14E-04,6.26E-04
Theophylline,0.005780241,0.010071537,0.008613153,0.004271762,0.00219703,0.004766069,0.014107668,0.012349894,0.003791376,0.013760433,0.002319485,0.016623698,0.003000081,0.008927585,0.013837564,0.006687607,0.002645596,0.048000511,0.017674009,0.00113923,0.014643135,0.00335053,0.00580839,0.011498361,8.04E-04,0.015750367,0.013580398,0.011026668,0.003098996,0.025338337,0.008838712,0.003481575,0.005205921,0.00111962,0.00213606,0.001372729,0.004864445
Thiamine,0.007525345,0.438239975,0.018723116,0.004585213,0.001988633,9.04E-04,0.004026889,0.007834481,0.007698359,6.54E-04,0.004419202,0.005626438,0.00200446,0.005200448,8.50E-04,0.004467478,0.030063541,0.00402414,0.010731849,0.001659011,0.044396383,0.009734755,3.55E-04,0.005314888,0.003172935,0.023406572,0.008194896,0.004966575,0.001382824,0.507988363,0.006841689,0.001402996,0.002697314,0.002420776,0.008339212,3.11E-04,0.01096041
Thiamine Monophosphate,0.00434732,0.01047511,6.80E-04,0,0,0.001915156,0.003590311,0.004778237,0.001056954,8.83E-04,0.001014633,0.001327377,8.47E-04,0.001320712,0.002603676,0.002809438,0.001164794,0.002979306,0.001680907,0.001668205,0.003068484,0,0.001259644,3.45E-04,0,0.001978291,0.008732612,0.003580711,5.99E-04,0.128318454,0.002113884,0.002016381,0.001195216,0.003134377,0.002993344,0,0.001745763
Thiopurine S-Methylether,0.004428621,0.009718973,0.001347993,0.011697868,0.0067174,0.012671571,0.010030519,0.004791836,0.051022916,0.006954478,0.007580855,0.004243702,0.006048859,0.013438122,0.003114523,0.002992347,0.006170926,0.011077194,0.00828182,0.006036645,0.007822618,0.002358438,0.00649821,0.007025779,0.0205891,0.014788881,0.00298609,0.006267847,0.003070555,0.006095455,0.003940274,0.006015135,0.00399054,0.018255688,0.006354403,0.002263595,0.002891638
Threonine,0.144408892,0.219556113,0.513277289,0.220107712,0.366940487,0.280830701,0.15322497,0.247036819,0.317730564,0.602665294,0.133138572,0.170023798,0.384356316,0.273127509,0.291709866,0.414056045,0.374614489,0.187921452,0.26781101,0.155577972,0.232915738,0.198468822,0.658000488,0.264935303,0.234683751,0.202243097,0.30398227,0.160056392,0.173293116,0.171642028,0.33161775,0.108070281,0.32591231,0.212198425,0.222514278,0.389454412,0.11086867
Thymidine,0.015544536,0.018381585,0.015464285,0.012019304,0.004875271,0.014595156,0.015065354,0.005725911,0.018585156,0,0.014710871,0.019286529,0.012206365,0.019270671,0.027815037,0.264663432,0.049505738,0.034631898,0.081892713,0.013744931,0.046727108,0.012644081,0.021688072,0.088485139,0.038629029,0.111895766,0.040032614,0.033857563,0.004981389,0.007235724,0.033288404,0.005576837,0.013620986,0.002321887,0.007746553,0,0.048396287
Thymine,0.043080823,0.098173528,0.136597748,0.090830803,0.01699914,0.027231624,0.031130131,0.021889767,0.094311826,0.022599739,0.098633956,0.10013162,0.031255713,0.030393912,0.032208883,0.479614919,0.459622636,0.090840244,0.231280299,0.024245678,0.095560397,0.092742434,0.277270646,0.181553355,0.208396896,0.162409873,0.108904583,0.059065384,0.035404197,0.052862534,0.075230276,0.019075568,0.082916008,0.027525748,0.050735813,0.033777967,0.162637845
TMP,4.62E-04,4.71E-04,0,2.61E-04,9.08E-04,0.001650398,0,0.002193897,0.00112213,0,0.001379849,0.001488677,0.003278135,0.001717336,0.002515438,0.002619066,0,0.002153659,0,0.00108046,7.75E-04,0,4.47E-04,1.78E-04,4.94E-04,0.003869755,0.003455493,0,0.001172004,0.004922205,0.001186663,6.27E-05,0.001100279,0.001950946,0,0,0.003535788
trans-3-Hexenoic acid,0.01730287,0.010394332,0.003020523,0.02330057,0.003007331,0.008877123,0.007046462,0.007432674,0.004107493,0.01515495,0.004642751,0.0077243,0.008836985,0.004330539,0.00208295,0.007924644,0.031695856,0.017251978,0.005456233,0.004057029,0.011916119,0.002213721,0.001519962,0.002371978,0.001867302,0.008292652,0.00216107,0.015725206,0.008386862,0.00565706,0.005396855,0.006968557,0.003875707,0.003957635,0.00630582,0.011846404,0.003958661
Trans-4-Hydroxy-L-Proline,0.084581403,0.049332694,0.172234114,0.067457328,0.055014087,0.406925961,0.076047959,0.25560481,0.051522616,0.042097034,0.496991824,0.175988767,0.047441397,0.033044509,0.064582242,0.025167099,0.027516187,0.024038325,0.052797729,0.109896556,0.015790008,0.073091369,0.043958816,0.077549381,0.018812414,0.053880224,0.018399079,0.026040501,0.024493707,0.045281367,0.020700407,0.03375537,0.215322078,0.217984207,0.024838521,0.167125646,0.023749455
trans-Muconic acid,0.001944327,0.002835989,0.001259799,0.002220344,0.001017293,0.001329683,0.001552975,0.001533853,0.001036933,0.004598885,6.64E-04,0.001449678,0.001165797,0.00112646,0.00206129,0.001010066,0.001869352,0.003096402,0.001708056,0.001171613,0.003066524,9.54E-04,0.001132804,0.001104883,7.43E-04,0.001675974,0.001116355,0.002213828,0.001293878,0.001379087,0.001804852,0.001181051,0.00152813,0.001694105,0.00201527,0.00119731,0.001154076
Trehalose,0.003827629,0.005125634,0.045697621,0.00616719,0.01069551,0.014768254,0.015816854,0.033370451,0.014111769,0.003373368,0.008664061,0.005672455,0.032728188,0.017469481,0.013048868,0.010719023,0.006571614,0.003380474,0.00860266,0.015289048,0.012646118,0.030417891,0.011239553,0.013872178,0.007108798,0.010851574,0.012905998,0.016275717,0.007364173,0.024610535,0.008987367,0.003843888,0.006482871,0.019847494,0.001748738,0.010844085,0.004385016
Tricosanoic acid,0.010989332,0.014961033,0.010582217,0.00765034,0,0.002195436,0,0,0,0.031194317,0,0,0.001860628,0,0,0,9.61E-04,0.022907583,0,0,0,0,0,7.95E-04,0,0,0,0.004449171,0.003828324,0,0.003667601,0,6.63E-04,8.53E-04,0.02995726,0.001386167,0.001489903
Tridecanoic acid,0.115229721,0.06438658,0.05665024,0.079809301,0.020490664,0.056272451,0.05067146,0.048456845,0.03668826,0.141814402,0.029452974,0.038534075,0.049399159,0.035080301,0.038613404,0.059196002,0.177253323,0.159034368,0.084413199,0.019059431,0.186860037,0.029596216,0.05513385,0.065632084,0.034362135,0.043025878,0.125314446,0.087773121,0.075885839,0.064590779,0.058009354,0.04409696,0.047986298,0.041809523,0.109699457,0.071056739,0.039505165
Trigonelline,0.081728728,0.296922949,0.120143985,0.3028569,0.090318719,0.171633425,0.417403502,0.690223202,0.225349817,0.392906757,0.043500258,0.046626939,0.43114752,0.156370635,0.030498527,1.111050388,0.067003203,0.109729864,3.453681626,0.166160578,0.058647829,0.182916078,0.2317486,0.078594775,0.066085174,0.254812192,0.259651523,0.084981913,0.037904763,0.201827232,0.205422872,0.149714679,0.086786255,0.187130803,0.03612134,0.018156207,0.021513585
Trimethyllysine,0.053088112,0.090706747,0.121753906,0.026987115,0.892244762,0.545830928,1.113076007,1.372734412,1.746858785,0.017085104,0.55105788,0.042264285,1.139700032,0.817932517,0.300671129,0.023762595,0.025891673,0.017073813,0.029335954,0.436410242,0.061673242,0.05541343,0.199454094,0.401417126,0.989232492,0.249636336,0.050464478,0.037286026,0.01823811,0.053697046,0.117852794,0.038976135,0.017290413,0.083624572,0.034803569,0.017748864,0.044151291
Tryptophan,0.513726812,0.098659025,0.40394966,0.312337601,0.871000839,0.14569065,0.177410621,0.555263358,0.281068407,0.087528413,0.777719423,0.212366944,0.124444675,0.091343827,0.109284506,0.285593541,0.172152327,0.104330748,0.155907047,0.101415216,0.168089825,0.200683213,1.553957128,0.305077016,0.411761748,1.055857617,0.221653739,0.140867675,0.119628124,0.09838041,0.295989396,0.241232779,0.192686011,0.190451411,0.07093418,0.24240998,0.097142564
Tryptophanamide,0,0,0.004370859,0.003230271,0,0.001852646,0.003222751,3.27E-04,0,0,0.004320942,0.00279877,0.002579189,0.001871618,0.002546196,0.002723061,0,0.004299218,0.002394645,0.001789272,0.00289802,0,2.06E-04,0.001300623,0,0,0.001928046,0.003082999,0.001132925,0.003581627,0.001605834,0,3.11E-04,0,0.004393288,0.002183405,0.002109537
Tyramine,0.01015749,0.006539824,0.022496401,0.099216158,1.78642079,0.063356378,0.030682034,2.035965645,0.220755396,0.013098511,1.087559515,0.092453126,0.077736921,0.053796127,0.164447602,0.011309997,0.039325922,0.025719397,0.079192642,1.702255155,2.036076048,0.54735521,0.883541536,0.27095656,0.001537384,0.014143605,1.04916103,0.010670974,0.016213764,0.161098256,0.028341833,0.412407185,0.020189028,0.882038172,0.013415113,0.003082356,0.01128548
Tyrosine,0.333774341,0.244671463,0.586081192,0.75655293,0.950182734,0.912495979,0.244693846,0.229184638,1.090067392,0.189314504,1.453545126,0.419969117,0.531414385,0.377736108,0.235089614,0.783256019,0.458287923,0.236720795,0.419487456,0.23010791,0.415869954,0.430949351,0.869057249,0.84498305,3.113320534,0.620585701,0.40953167,0.584697077,0.388008327,0.261922715,0.907152687,0.164372726,0.545338419,0.535960695,0.256256098,0.607501539,0.209859508
UMP,0.00215216,0.001401424,0,0,0.001096139,0.006271751,9.59E-04,0.011396107,3.90E-04,0.003058253,0.001093904,0.001270844,0.00212046,8.75E-04,0.003037682,8.52E-04,5.06E-04,9.95E-04,0,0.001915889,9.29E-04,0,0.001457677,0,3.87E-04,0.004217259,0.004271103,0.001294415,0.00264028,0.015392904,0.001381746,0.001610928,4.64E-04,0.002338093,5.35E-04,0.008804727,4.22E-04
Undecanoic acid,0.064065364,0.058197264,0.0112012,0.077165971,0.012948511,0.045718999,0.04685782,0.049487564,0.034481211,0.099933942,0.024420923,0.033341895,0.04100004,0.024376653,0.016511198,0.055148192,0.112148333,0.124417331,0.071324243,0.01770785,0.078350807,0.024187345,0.026813177,0.023123986,0.022377861,0.037630968,0.026805563,0.068072666,0.043699682,0.044417176,0.026328916,0.031467317,0.023028803,0.026449508,0.071828453,0.108569842,0.025671006
Uracil,0.027017847,0.046670827,0.232686684,0.088846822,0.036124238,0.036834912,0.052826848,0.051652608,0.110970202,0.018947771,0.042609414,0.121192358,0.024306368,0.065655029,0.063366212,0.164900072,0.180697834,0.064851905,0.135842969,0.058057503,0.052621763,0.076171869,0.256578807,0.164410081,0.246273306,0.072180293,0.209134903,0.044814852,0.048478015,0.139367593,0.178178689,0.022794081,0.121902278,0.06167024,0.066890915,0.028449193,0.082518157
Urate,0.001457975,0.001001907,0.001251376,7.10E-04,1.98E-04,3.22E-04,4.59E-04,4.37E-04,2.90E-04,0.001758805,0.002658713,5.59E-04,4.15E-04,3.39E-04,0,8.11E-04,8.14E-04,0.001447508,6.01E-04,0,0.003307748,0.002069073,0.004117046,9.12E-04,0.001489357,2.97E-04,0.001540472,3.85E-04,3.46E-04,4.87E-04,9.84E-04,0,5.04E-04,5.12E-04,0.001690074,0.00152689,5.91E-04
Ureidopropionate,0.001404335,0.002290699,0.002437749,0.002389925,0.003325463,0.010865046,0.001586547,0.00517546,0.001723731,0.002725582,0.002122318,0.001267712,0.006846625,0.001365663,0.002874448,9.85E-04,0.002309448,0.002119527,0.001531114,0.002589543,0.003926354,0.013257233,0.001782203,0.009321708,0.009785824,0.001943187,0.001094227,0.001667114,0.004923456,0.00180318,0.001257056,0.053512756,0.001707296,0.015525253,0.001596742,0.00128032,0.001052258
Uridine,0.021111967,0.051876399,0.069828283,0.006419752,0.025745108,0.019244976,0.028360999,0.111069962,0.019791183,0.012878742,0.041229852,0.054214429,0.030008493,0.061780806,0.060228742,0.100791975,0.031838002,0.021279378,0.05894398,0.043390023,0.016232964,0.010555053,0.15799448,0.052330331,0.121825571,0.123621616,0.122349208,0.029777456,0.014804319,0.099276875,0.190197591,0.018068892,0.053323705,0.040794612,0.005174847,0.023977003,0.040110167
Urocanate,0.089962922,0.035305947,0.103408359,0.11962371,0.399772004,0.017596488,0.012665665,0.054981436,0.175034431,0.0119247,0.043139157,0.217576695,0.135127684,0.07448264,0.091634516,0.177363835,0.118348476,0.09618762,0.090084043,0.074600657,0.263618455,0.567168973,0.069300627,0.419480897,0.296267599,0.007475219,0.466528345,0.0376994,0.071048056,0.342210032,0.408355741,0.031101794,0.58083382,0.275588271,0.058688681,0.209851925,0.028720077
Valine,0.376231845,1.033884842,1.243424093,0.847080631,2.452707463,1.758325584,0.458767814,1.39201439,1.141647868,0.36803528,1.303823739,0.639083438,1.00266865,1.234334526,0.777590715,1.069644784,0.767430134,0.496046353,0.551223197,2.883880547,0.595522054,0.641470586,2.979624852,1.140024638,2.081405421,0.680920422,0.502415141,0.464731059,0.404703706,0.367290993,1.515575335,0.315590091,0.532431001,0.309325887,0.629748736,0.756712443,0.197619092
Xanthine,0.002172458,0.003773802,0.008418447,0.003868115,0.001522974,5.54E-04,0.007156831,0.004027292,0.006001024,0.003511176,0.001500259,0.007050846,0.00302939,0.002457834,0.002925218,0.008923658,0.003430523,0.011867453,0.010524385,0.002037849,0.044376045,0.006014977,0.00849682,0.007365773,0.00473568,0.004177289,0.013362844,0.001897925,0.001118211,0.005932191,0.010119595,0.002776768,0.00774535,0.003365243,0.001721789,0.003004932,0.003184381
Xanthurenate,0.152573207,0.156567803,0.02664972,0.814749309,0.010340623,0.679163674,0.932577195,0.014479582,0.224496924,0.019294764,0.005251742,0.260281248,2.673783067,0.008848303,0.328737538,0.076518845,0.787804385,0.453462407,0.463235888,0.005272806,0.476032271,1.644542351,0.002500625,0.006445149,0.006534126,0.009335866,0.242763619,0.036504679,0.191634638,0.020954158,0.067717531,0.502621257,0.964829511,1.059670859,0.060727487,0.00470938,0.137131709
Ximeninic Acid,0.038989937,0.073307707,0.231653986,0.14090683,0.098941823,0.704163563,0.231178612,0.143009726,0.070953153,0.194150773,0.047486224,0.850893949,0.061630165,0.096515456,0.106364222,2.863887647,0.032276977,0.722611625,0.238746731,0.054738976,0.057390996,0.059788964,0.119357004,0.061258389,0.025645891,0.099214194,0.052837417,0.870743546,0.244175519,0.573010873,0.112157781,0.275260895,0.409810528,0.077485785,0.057870548,0.030066387,0.14136095
Xylitol,0.00638109,0.005099909,0.00563976,0.004529767,0.003067866,0.003368369,0.00156131,0.003684663,0.001293758,0.00960044,0.001126455,0.00383169,0.001291651,9.85E-04,0.001140729,0.001695712,0.005687905,0.003431062,0.009282651,9.11E-04,0.007425666,0.001282717,0.004688156,0.001043615,0.001303942,0.002702386,0.001657073,0.00296714,0.001854158,0.001999358,0.001478053,0.001939813,0.003797404,0.004143144,0.006809636,0.004829709,0.00121282
Xylose,0.088063332,0.061317805,0.005967304,0.067899389,0.055435827,0.133155964,0.072029306,0.130013147,0.235091405,0.06429886,0.0692636,0.064991449,0.12393436,0.137162406,0.043447173,0.068326987,0.184963557,0.369265417,0.100957367,0.058467576,0.119435884,0.294729728,0.053654512,0.10959022,0.053882077,0.154193818,0.038187476,0.111787291,0.094387898,0.102662723,0.04496686,0.203731786,0.103048518,0.090154176,0.121475904,0.079259829,0.070605988
